3.077693358816281366e-01	2.856349535662718320e-01	2.856349535662718320e-01	2.856349535662718320e-01	2.856349535662718320e-01	2.856349535662718320e-01	2.856349535662718320e-01	2.856349535662718320e-01	2.856349535662718320e-01	2.855001134101790572e-01	2.854329841305510707e-01
3.064798598337654667e-01	2.874235348267988877e-01	2.874235348267988877e-01	2.854878324450867977e-01	2.833721770180596122e-01	2.827461247492317753e-01	2.827461247492317753e-01	2.825631336732344345e-01	2.825631336732344345e-01	2.825631336732344345e-01	2.825631336732344345e-01
3.072177316203261732e-01	2.877256882311117758e-01	2.853510957775693968e-01	2.835499072315716962e-01	2.835499072315716962e-01	2.835499072315716962e-01	2.835499072315716962e-01	2.835499072315716962e-01	2.835499072315716962e-01	2.835499072315716962e-01	2.835499072315716962e-01
3.093292135180849001e-01	2.870346584705391058e-01	2.865883617690115348e-01	2.849452411285554598e-01	2.846237673903956322e-01	2.837060063776343233e-01	2.837060063776343233e-01	2.837060063776343233e-01	2.837060063776343233e-01	2.837060063776343233e-01	2.837060063776343233e-01
3.090732049460362951e-01	2.869458559787634311e-01	2.859098851078688552e-01	2.845642181357951883e-01	2.845642181357951883e-01	2.845642181357951883e-01	2.845642181357951883e-01	2.845642181357951883e-01	2.845642181357951883e-01	2.845642181357951883e-01	2.845059934288564074e-01
3.097991088424065786e-01	2.910228919501255951e-01	2.910228919501255951e-01	2.901551025082366730e-01	2.895087425154869165e-01	2.895087425154869165e-01	2.895087425154869165e-01	2.895087425154869165e-01	2.895087425154869165e-01	2.884938391772183253e-01	2.884938391772183253e-01
3.090879182622889854e-01	2.871158062809645584e-01	2.854786256347039974e-01	2.850334560028229824e-01	2.839278741316361709e-01	2.826890523987587445e-01	2.826890523987587445e-01	2.826890523987587445e-01	2.826890523987587445e-01	2.826890523987587445e-01	2.826890523987587445e-01
3.090899339830032178e-01	2.918527908999510867e-01	2.914580781050402636e-01	2.902056147353817561e-01	2.898654215263597456e-01	2.898654215263597456e-01	2.895410903776534095e-01	2.895410903776534095e-01	2.895410903776534095e-01	2.895410903776534095e-01	2.889702548884381939e-01
3.081568756488838323e-01	2.863597496591433478e-01	2.856634614443537834e-01	2.856634614443537834e-01	2.854587381536309865e-01	2.846857538126935649e-01	2.846857538126935649e-01	2.842660949687764171e-01	2.842660949687764171e-01	2.842660949687764171e-01	2.842660949687764171e-01
3.082422897069140855e-01	2.904060139800562768e-01	2.904060139800562768e-01	2.904060139800562768e-01	2.877523706416891258e-01	2.873592870404022004e-01	2.873592870404022004e-01	2.873592870404022004e-01	2.873592870404022004e-01	2.873592870404022004e-01	2.873592870404022004e-01
